intra_group_distance,inter_group_variance,complementarity,engagement_balance,demographic_fairness,cluster_coverage,outcome_diversity,at_risk_concentration,high_risk_group_rate,outcome_balance,baseline_run
2.9127931246884504,1.129220962524414,0.6017441860465116,0.37295949474158213,0.5953217955651704,0.802325581395349,0.5465116279069767,0.2703488372093023,0.03488372093023256,0.38847181662832975,0
2.817238120843159,1.3261244297027588,0.5581395348837209,0.3511475277548108,0.5879867495943754,0.7441860465116279,0.5436046511627907,0.2703488372093023,0.05813953488372093,0.4028969358986391,1
2.94685368438079,1.0506726503372192,0.5872093023255814,0.3254565024747919,0.5902852893455923,0.7829457364341088,0.5319767441860465,0.2703488372093023,0.046511627906976744,0.3876331469033119,2
2.761880350062772,1.5108437538146973,0.5494186046511628,0.4117573214803931,0.5783531638723636,0.7325581395348837,0.5145348837209303,0.2703488372093023,0.06976744186046512,0.39836811938354205,3
2.820882488040204,1.3546046018600464,0.563953488372093,0.3798789832705653,0.5925500270416442,0.7519379844961239,0.5290697674418605,0.2703488372093023,0.09302325581395349,0.42906343131920016,4
2.832369239125295,1.3607817888259888,0.5813953488372093,0.3560927641089696,0.5891360194699836,0.7751937984496127,0.5348837209302325,0.2703488372093023,0.05813953488372093,0.392161963418409,5
2.8018363366147354,1.4157222509384155,0.5494186046511628,0.36650675929915727,0.5875473228772309,0.7325581395348837,0.5290697674418605,0.2703488372093023,0.06976744186046512,0.43258584416427576,6
2.8534628352955327,1.2622709274291992,0.5872093023255814,0.3637123035307644,0.5908599242833964,0.7829457364341086,0.5290697674418605,0.2703488372093023,0.05813953488372093,0.42637968819914274,7
2.843065006753601,1.309712529182434,0.5784883720930233,0.3787176908829733,0.578691184424013,0.7713178294573645,0.5436046511627907,0.2703488372093023,0.05813953488372093,0.40658708268871835,8
2.811900555357361,1.3978413343429565,0.5697674418604651,0.4174902430366314,0.6040765278528935,0.75968992248062,0.5406976744186046,0.2703488372093023,0.05813953488372093,0.376730440478078,9
2.8908875605229984,1.2344377040863037,0.561046511627907,0.39060272991866773,0.5958626284478097,0.748062015503876,0.5319767441860465,0.2703488372093023,0.08139534883720931,0.39920678910856006,10
2.8765052231110104,1.2362557649612427,0.5813953488372093,0.3437176658271993,0.5837276906435912,0.7751937984496124,0.5319767441860465,0.2703488372093023,0.05813953488372093,0.413799642323873,11
2.752850839254188,1.5292174816131592,0.5494186046511628,0.39513152614549774,0.5849783666846945,0.7325581395348836,0.5377906976744186,0.2703488372093023,0.046511627906976744,0.3956843762634845,12
2.8212922481125426,1.3728346824645996,0.5726744186046512,0.365292949315625,0.5936992969172525,0.7635658914728682,0.5232558139534884,0.2703488372093023,0.06976744186046512,0.4434885505895096,13
2.9150184436732154,1.1414045095443726,0.5726744186046512,0.3466111727735426,0.5920767982693348,0.7635658914728685,0.5348837209302325,0.2703488372093023,0.03488372093023256,0.4101094955337938,14
2.9620233241028555,1.0690397024154663,0.5843023255813954,0.34715327719340644,0.5848093564088697,0.7790697674418605,0.5436046511627907,0.2703488372093023,0.03488372093023256,0.3641503946028082,15
2.8901744649783376,1.1250208616256714,0.5697674418604651,0.3522622865603926,0.6103637101135749,0.7596899224806203,0.5290697674418605,0.2703488372093023,0.08139534883720931,0.4109481652588118,16
2.9519191030746446,1.0732698440551758,0.5959302325581395,0.33240606854747695,0.5934626825310979,0.794573643410853,0.5465116279069767,0.2703488372093023,0.023255813953488372,0.3948457065384665,17
2.9521473947947996,1.067662000656128,0.5697674418604651,0.33609521313546487,0.5936992969172525,0.7596899224806201,0.5174418604651163,0.2703488372093023,0.08139534883720931,0.4146383120488909,18
2.949934260296745,1.0261369943618774,0.5988372093023255,0.3445733798192224,0.5770348837209303,0.7984496124031009,0.5436046511627907,0.2703488372093023,0.023255813953488372,0.3768981744230816,19
2.8625131856279835,1.3172470331192017,0.5930232558139535,0.37067958543416385,0.5770686857760952,0.7906976744186046,0.5465116279069767,0.2703488372093023,0.05813953488372093,0.36146665148275064,20
2.8920029594705152,1.1550761461257935,0.563953488372093,0.3497467173359588,0.5827474310438076,0.7519379844961239,0.5319767441860465,0.2703488372093023,0.023255813953488372,0.41195456892883325,21
2.92769150270797,1.1671326160430908,0.5726744186046512,0.3439161618682272,0.5861614386154679,0.7635658914728682,0.5377906976744186,0.2703488372093023,0.05813953488372093,0.41732205516894855,22
2.896836828180302,1.214728832244873,0.5668604651162791,0.3730885447262092,0.5918063818280151,0.7558139534883719,0.5377906976744186,0.2703488372093023,0.09302325581395349,0.44080480746945194,23
2.722307317556121,1.5701144933700562,0.5348837209302325,0.40249328054614003,0.5856544077879935,0.7131782945736432,0.5348837209302325,0.2703488372093023,0.06976744186046512,0.39752944965852405,24
2.8601695386919075,1.3163135051727295,0.5813953488372093,0.3887710704968389,0.5854515954570038,0.7751937984496127,0.5232558139534884,0.2703488372093023,0.046511627906976744,0.4092708258087758,25
2.8507143472115497,1.3376394510269165,0.5697674418604651,0.38511239713768003,0.5939697133585722,0.7596899224806201,0.5377906976744186,0.2703488372093023,0.05813953488372093,0.4039033395686608,26
2.8642883203828124,1.220961570739746,0.563953488372093,0.3786033647220957,0.5802798810167659,0.7519379844961239,0.5377906976744186,0.2703488372093023,0.03488372093023256,0.3686792111179053,27
2.761448135535469,1.527258276939392,0.561046511627907,0.4190396302224092,0.594848566792861,0.748062015503876,0.5319767441860465,0.2703488372093023,0.08139534883720931,0.4515397799496823,28
2.884099177072241,1.2339067459106445,0.563953488372093,0.38851800969721056,0.5957612222823148,0.7519379844961239,0.5377906976744186,0.2703488372093023,0.06976744186046512,0.436275990954355,29
2.8975669520391016,1.1831802129745483,0.5784883720930233,0.3584877082104942,0.6016089778258519,0.7713178294573645,0.5348837209302325,0.2703488372093023,0.046511627906976744,0.4084321560837579,30
2.777317548526535,1.4306137561798096,0.5581395348837209,0.3755914372895541,0.583085451595457,0.7441860465116278,0.5319767441860465,0.2703488372093023,0.06976744186046512,0.42453461480410315,31
2.9472534206942465,1.086458444595337,0.5901162790697675,0.3445052722922534,0.5815643591130342,0.7868217054263567,0.5377906976744186,0.2703488372093023,0.046511627906976744,0.4119545689288334,32
2.805044654244903,1.4374481439590454,0.5697674418604651,0.38660462124301886,0.5975189291508924,0.7596899224806201,0.5348837209302325,0.2703488372093023,0.046511627906976744,0.3641503946028082,33
2.7534264965323656,1.53584623336792,0.561046511627907,0.4223249326071319,0.585248783126014,0.748062015503876,0.5319767441860465,0.2703488372093023,0.06976744186046512,0.41463831204889096,34
2.8908295437208626,1.1856186389923096,0.5581395348837209,0.348561725103722,0.5809221200649,0.7441860465116278,0.5319767441860465,0.2703488372093023,0.03488372093023256,0.38578807350827216,35
2.811794259225834,1.3829758167266846,0.5697674418604651,0.3831786945309358,0.5901162790697675,0.7596899224806203,0.5232558139534884,0.2703488372093023,0.08139534883720931,0.4263796881991426,36
2.860874164866729,1.2163527011871338,0.5552325581395349,0.38032502851944366,0.5854515954570039,0.7403100775193797,0.5174418604651163,0.2703488372093023,0.05813953488372093,0.41732205516894844,37
2.8836706707959037,1.1688694953918457,0.5552325581395349,0.3733957765993114,0.5928204434829637,0.7403100775193797,0.5087209302325582,0.2703488372093023,0.09302325581395349,0.4507011102246643,38
2.841387056774576,1.3620238304138184,0.5697674418604651,0.3675008929818298,0.6082679826933477,0.7596899224806201,0.5406976744186046,0.2703488372093023,0.03488372093023256,0.4226895414090635,39
2.9561876739127024,1.0240309238433838,0.5988372093023255,0.35197450273256375,0.5923810167658193,0.798449612403101,0.5145348837209303,0.2703488372093023,0.08139534883720931,0.4434885505895096,40
2.747758210928762,1.51839280128479,0.5494186046511628,0.3796478901010227,0.5871416982152514,0.7325581395348836,0.5290697674418605,0.2703488372093023,0.08139534883720931,0.4325858441642758,41
2.77908680934951,1.4889549016952515,0.5581395348837209,0.4259806926963511,0.59190778799351,0.7441860465116278,0.5348837209302325,0.2703488372093023,0.05813953488372093,0.39031689002336933,42
2.8340672664705933,1.3021661043167114,0.563953488372093,0.36886146878070364,0.6005611141157382,0.751937984496124,0.5232558139534884,0.2703488372093023,0.046511627906976744,0.4309085047142398,43
2.695503922233806,1.655875325202942,0.5436046511627907,0.3998029151253231,0.5921782044348297,0.7248062015503876,0.5174418604651163,0.2703488372093023,0.08139534883720931,0.4191671285639879,44
2.8054447476763804,1.3942952156066895,0.5697674418604651,0.39324482954291595,0.594916170903191,0.7596899224806203,0.5348837209302325,0.2703488372093023,0.03488372093023256,0.4012195964486032,45
2.8173845949246568,1.401176929473877,0.5697674418604651,0.36292335853627855,0.5934626825310979,0.7596899224806201,0.5523255813953488,0.2703488372093023,0.06976744186046512,0.37220162396298084,46
2.864771027153809,1.2576048374176025,0.5668604651162791,0.3666798232809817,0.5847079502433747,0.7558139534883722,0.5377906976744186,0.2703488372093023,0.09302325581395349,0.43174717443925764,47
2.8096829612817267,1.4197906255722046,0.5784883720930233,0.3931174330358224,0.587581124932396,0.7713178294573643,0.5290697674418605,0.2703488372093023,0.06976744186046512,0.4443272203145275,48
2.890287455624224,1.1485494375228882,0.563953488372093,0.37326586050740507,0.5982963764196865,0.7519379844961239,0.5436046511627907,0.2703488372093023,0.03488372093023256,0.3849494037832542,49
2.766691185930337,1.4642128944396973,0.5523255813953488,0.4164660318102571,0.5928542455381287,0.7364341085271318,0.5174418604651163,0.2703488372093023,0.08139534883720931,0.4507011102246642,50
2.7776306987272905,1.5416513681411743,0.5581395348837209,0.40663823377415587,0.600696322336398,0.7441860465116278,0.5436046511627907,0.2703488372093023,0.05813953488372093,0.4146383120488909,51
2.771909792255859,1.539819359779358,0.561046511627907,0.42414352168274444,0.5904542996214169,0.748062015503876,0.5203488372093024,0.2703488372093023,0.08139534883720931,0.44164347719446995,52
2.8632342252421905,1.2802146673202515,0.5784883720930233,0.352134890053299,0.5975865332612222,0.7713178294573645,0.5319767441860465,0.2703488372093023,0.10465116279069768,0.4659648992199914,53
2.8104528661319166,1.40067720413208,0.561046511627907,0.3890059430436006,0.5893726338561385,0.748062015503876,0.5174418604651163,0.2703488372093023,0.09302325581395349,0.42721835792416074,54
2.809754897024587,1.3901609182357788,0.5523255813953488,0.3816640303733585,0.6013385613845322,0.7364341085271318,0.5174418604651163,0.2703488372093023,0.09302325581395349,0.42185087168404556,55
2.866053521172641,1.255996823310852,0.5697674418604651,0.37942868622231524,0.5795362358031368,0.7596899224806201,0.5261627906976745,0.2703488372093023,0.05813953488372093,0.4290634313192003,56
2.913679373638496,1.1686758995056152,0.5959302325581395,0.37076895195799037,0.5923472147106544,0.7945736434108528,0.5348837209302325,0.2703488372093023,0.046511627906976744,0.4137996423238729,57
2.9252332966190995,1.0591169595718384,0.561046511627907,0.3464296051929754,0.6017103839913467,0.748062015503876,0.5232558139534884,0.2703488372093023,0.023255813953488372,0.4146383120488908,58
2.8313036006009553,1.2905391454696655,0.5755813953488372,0.3311858808648873,0.5925838290968091,0.7674418604651163,0.5319767441860465,0.2703488372093023,0.05813953488372093,0.43812106434939446,59
2.851930538323896,1.3655822277069092,0.5697674418604651,0.380442661635388,0.5870740941049216,0.7596899224806201,0.5174418604651163,0.2703488372093023,0.05813953488372093,0.3930006331434269,60
2.811082656125975,1.3632251024246216,0.561046511627907,0.381689462432562,0.5838967009194159,0.748062015503876,0.5436046511627907,0.2703488372093023,0.046511627906976744,0.3441900551473802,61
2.827726705311515,1.3352998495101929,0.5726744186046512,0.3803517203710535,0.5930570578691184,0.7635658914728682,0.5377906976744186,0.2703488372093023,0.05813953488372093,0.4028969358986391,62
2.9225948892039777,1.1923104524612427,0.5784883720930233,0.3572303566519169,0.5950851811790158,0.7713178294573643,0.5174418604651163,0.2703488372093023,0.046511627906976744,0.36230532120776865,63
2.798553061984892,1.393021583557129,0.561046511627907,0.38317963937524047,0.5922796106003245,0.748062015503876,0.5232558139534884,0.2703488372093023,0.09302325581395349,0.44533362398454907,64
2.8613058537947653,1.282779335975647,0.5872093023255814,0.3913691561238899,0.5870064899945916,0.7829457364341088,0.5406976744186046,0.2703488372093023,0.06976744186046512,0.39383930286844493,65
2.919920088179998,1.1150442361831665,0.563953488372093,0.39342765691588966,0.5954908058409951,0.751937984496124,0.5406976744186046,0.2703488372093023,0.05813953488372093,0.39836811938354194,66
2.844472763127631,1.3212388753890991,0.563953488372093,0.39989645471149565,0.5877163331530557,0.751937984496124,0.5145348837209303,0.2703488372093023,0.05813953488372093,0.41463831204889096,67
2.856591705976112,1.2393347024917603,0.5552325581395349,0.3647279324213705,0.5894402379664683,0.7403100775193797,0.5261627906976745,0.2703488372093023,0.05813953488372093,0.39836811938354205,68
2.9395749675461524,1.0633652210235596,0.5784883720930233,0.36498870944948797,0.5953893996755002,0.7713178294573645,0.5261627906976745,0.2703488372093023,0.05813953488372093,0.41363190837886926,69
2.8918466354460177,1.2248181104660034,0.5843023255813954,0.3859452773923378,0.5785221741481882,0.7790697674418605,0.5465116279069767,0.2703488372093023,0.03488372093023256,0.37857551387311755,70
2.8081050628293034,1.412156581878662,0.5784883720930233,0.42335040362591264,0.5907585181179016,0.7713178294573645,0.5232558139534884,0.2703488372093023,0.03488372093023256,0.3903168900233695,71
2.837564189344555,1.3407543897628784,0.5697674418604651,0.3786423395496676,0.5967752839372633,0.7596899224806201,0.5174418604651163,0.2703488372093023,0.05813953488372093,0.4235282111340815,72
2.937938966882247,1.1164803504943848,0.5843023255813954,0.35129823042142216,0.589812060573283,0.7790697674418603,0.5377906976744186,0.2703488372093023,0.023255813953488372,0.3353001560621896,73
2.7093815145715405,1.592343807220459,0.5465116279069767,0.39902680426597703,0.5966738777717685,0.7286821705426356,0.5087209302325582,0.2703488372093023,0.06976744186046512,0.41732205516894844,74
2.836189512425167,1.3367904424667358,0.5726744186046512,0.39246147487723343,0.5801784748512709,0.7635658914728682,0.5203488372093024,0.2703488372093023,0.06976744186046512,0.42721835792416063,75
2.8133402584172966,1.410285472869873,0.5581395348837209,0.3877578824540202,0.5872769064359114,0.7441860465116278,0.5348837209302325,0.2703488372093023,0.03488372093023256,0.3705242845129449,76
2.7940677961116833,1.4054667949676514,0.5581395348837209,0.3837344204561934,0.6006625202812331,0.7441860465116279,0.5348837209302325,0.2703488372093023,0.08139534883720931,0.473177458855146,77
2.8402525920725985,1.3520125150680542,0.5784883720930233,0.3554304282513235,0.5906571119524067,0.7713178294573643,0.5377906976744186,0.2703488372093023,0.046511627906976744,0.3930006331434269,78
2.8886075697310956,1.197857141494751,0.5726744186046512,0.3644144015862365,0.5902176852352621,0.7635658914728685,0.5319767441860465,0.2703488372093023,0.05813953488372093,0.3983681193835421,79
2.800981782624703,1.4193534851074219,0.5813953488372093,0.3702263751159742,0.5870740941049216,0.7751937984496124,0.5290697674418605,0.2703488372093023,0.03488372093023256,0.40474200929367876,80
2.8042586116771315,1.3574163913726807,0.5697674418604651,0.37952773740026574,0.5843023255813953,0.7596899224806201,0.5116279069767442,0.2703488372093023,0.09302325581395349,0.4668035689450095,81
2.882520275430155,1.2402911186218262,0.5697674418604651,0.38849383743041344,0.5859248242293131,0.7596899224806201,0.5348837209302325,0.2703488372093023,0.06976744186046512,0.42185087168404556,82
2.88076252170838,1.267744779586792,0.5755813953488372,0.40072594927406135,0.605901838831801,0.7674418604651164,0.5087209302325582,0.2703488372093023,0.10465116279069768,0.4822350918853404,83
2.788106310576559,1.4155150651931763,0.5377906976744186,0.3821232247054785,0.5912655489453759,0.7170542635658914,0.5319767441860465,0.2703488372093023,0.05813953488372093,0.4082644221387543,84
2.8443687533336313,1.3020427227020264,0.5755813953488372,0.3546322710248661,0.5951865873445106,0.7674418604651163,0.5348837209302325,0.2703488372093023,0.08139534883720931,0.43074077076923617,85
2.8011165981592376,1.4672038555145264,0.5697674418604651,0.3772702681450857,0.5971471065440779,0.7596899224806201,0.5319767441860465,0.2703488372093023,0.03488372093023256,0.3849494037832543,86
2.951207043545769,1.117705225944519,0.5755813953488372,0.32951382139353985,0.5875811249323959,0.7674418604651163,0.5436046511627907,0.2703488372093023,0.06976744186046512,0.37320802763300237,87
2.9102359131269027,1.1545034646987915,0.5901162790697675,0.32839016530408804,0.6025216333153056,0.7868217054263568,0.5406976744186046,0.2703488372093023,0.03488372093023256,0.35157034872753845,88
2.9068142306319715,1.1640043258666992,0.5813953488372093,0.3428873051573542,0.5901162790697676,0.7751937984496124,0.5290697674418605,0.2703488372093023,0.046511627906976744,0.32808759642703494,89
2.873559590669999,1.2243709564208984,0.5726744186046512,0.361774821546801,0.5942401297998919,0.7635658914728682,0.5290697674418605,0.2703488372093023,0.08139534883720931,0.4111158992038154,90
2.878651648290292,1.267817497253418,0.5726744186046512,0.3393517765059173,0.5973499188750675,0.7635658914728682,0.502906976744186,0.2703488372093023,0.08139534883720931,0.446172293709567,91
2.7989238805900656,1.5104968547821045,0.5697674418604651,0.39919514402627754,0.596369659275284,0.7596899224806203,0.5174418604651163,0.2703488372093023,0.05813953488372093,0.4642875597699556,92
2.7963033467909164,1.4724100828170776,0.563953488372093,0.38846297251645745,0.5801784748512709,0.751937984496124,0.5203488372093024,0.2703488372093023,0.09302325581395349,0.46143608270489433,93
2.8667717524901297,1.2670620679855347,0.5901162790697675,0.3775863973020579,0.5946457544618712,0.7868217054263567,0.5116279069767442,0.2703488372093023,0.011627906976744186,0.391323293693391,94
2.875621753050254,1.2137655019760132,0.561046511627907,0.40371551539139006,0.5894064359113035,0.748062015503876,0.5436046511627907,0.2703488372093023,0.08139534883720931,0.38125925699317514,95
2.8292529027273554,1.3319694995880127,0.561046511627907,0.38027975472983994,0.5964710654407789,0.748062015503876,0.5290697674418605,0.2703488372093023,0.046511627906976744,0.4002131927785817,96
2.89142099993968,1.1865828037261963,0.5726744186046512,0.39350048866438275,0.5861952406706329,0.7635658914728681,0.5377906976744186,0.2703488372093023,0.06976744186046512,0.4111158992038154,97
2.7972885588264345,1.4174675941467285,0.5406976744186046,0.38411865714013466,0.5817671714440237,0.7209302325581394,0.5232558139534884,0.2703488372093023,0.09302325581395349,0.44432722031452765,98
2.9381669450968317,1.0759207010269165,0.5930232558139535,0.3536237284665458,0.5757504056246621,0.7906976744186046,0.5290697674418605,0.2703488372093023,0.05813953488372093,0.376730440478078,99
